instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL
0,0,Qwen/Qwen3-30B-A3B-Instruct-2507,1134,330,1498890452,4500609961,3001719509,109548,64803970,8926794,"[8168534, 8168678, 8168822, 8168966, 8169110, 8169254, 8169398, 8169494, 8169638, 8169782, 8169926, 8170070, 8170214, 8170358, 8170502, 8170646, 8170790, 8170934, 8171078, 8171126, 8171174, 8171222, 8171318, 8171366, 8171414, 8171462, 29822315, 8908154, 8908298, 8908442, 8908586, 8908730, 8908922, 8908970, 8909066, 8909162, 8909258, 8909354, 8909450, 8909546, 8909642, 8909738, 8909834, 8909930, 8910026, 8910122, 8910218, 8910314, 8910410, 8910506, 8910602, 8910698, 8910794, 8910890, 8910986, 8911082, 8911178, 8911274, 8911370, 8911466, 8911562, 8911658, 8911754, 8911850, 8911946, 8912042, 8912138, 8912234, 8912330, 8912426, 8912522, 8912618, 8912714, 8912810, 8912906, 8913002, 8913098, 8913194, 8913290, 8913386, 8913482, 8913578, 8913674, 8913770, 8913866, 8913962, 8914058, 8914154, 8914250, 8914346, 8914394, 8914490, 8914586, 8914682, 8914778, 8914874, 8914970, 8915066, 8915162, 8915258, 8915354, 8915450, 8915546, 8915642, 8915738, 8915834, 8915930, 8916026, 8916122, 8916218, 8916314, 8916410, 8916506, 8916602, 8916698, 8916794, 8916890, 8916986, 8917082, 8917178, 8917274, 8917370, 8917466, 8917562, 8917658, 8917754, 8917850, 8917946, 8918042, 8918138, 8918234, 8918330, 8918426, 8918522, 8918618, 8918714, 8918810, 8918906, 8919002, 8919098, 8919194, 8919290, 8919386, 8919482, 8919578, 8919674, 8919770, 8919866, 8919914, 8920010, 8920106, 8920202, 8920298, 8920394, 8920490, 8920586, 8920682, 8920778, 8920874, 8920970, 8921066, 8921162, 8921258, 8921354, 8921450, 8921546, 8921642, 8921738, 8921834, 8921930, 8922026, 8922122, 8922218, 8922314, 8922410, 8922506, 8922602, 8922698, 8922794, 8922890, 8922986, 8923082, 8923178, 8923274, 8923370, 8923466, 8923562, 8923658, 8923754, 8923850, 8923946, 8924042, 8924138, 8924234, 8924330, 8924426, 8924522, 8924618, 8924714, 8924810, 8924906, 8925002, 8925098, 8925194, 8925290, 8925338, 8925434, 8925530, 8925626, 8925722, 8925818, 8925914, 8926010, 8926106, 8926202, 8926298, 8926394, 8926490, 8926586, 8926682, 8926778, 8926874, 8926970, 8927066, 8927162, 8927258, 8927354, 8927450, 8927546, 8927642, 8927738, 8927834, 8927930, 8928026, 8928122, 8928218, 8928314, 8928410, 8928506, 8928602, 8928698, 8928794, 8928890, 8928986, 8929082, 8929178, 8929274, 8929370, 8929466, 8929562, 8929658, 8929754, 8929850, 8929946, 8930042, 8930138, 8930234, 8930330, 8930426, 8930522, 8930618, 8930714, 8930810, 8930858, 8930954, 8931050, 8931146, 8931242, 8931338, 8931434, 8931530, 8931626, 8931722, 8931818, 8931914, 8932010, 8932106, 8932202, 8932298, 8932394, 8932490, 8932586, 8932682, 8932778, 8932874, 8932970, 8933066, 8933162, 8933258, 8933354, 8933450, 8933546, 8933642, 8933738, 8933834, 8933930, 8934026, 8934122, 8934218, 8934314, 8934410, 8934506, 8934602, 8934698, 8934794, 8934890, 8934986, 8935082, 8935178, 8935274, 8935370, 8935466, 8935562, 8935658, 8935754, 8935850, 8935946, 8936042, 8936138, 8936234, 8936330, 8936378, 8936474, 8936570, 8936666, 8936762, 8936858, 8936954, 8937050]"
0,3,Qwen/Qwen3-30B-A3B-Instruct-2507,1134,330,1772591744,4805928070,3033336326,3527954,33350269,9118498,"[8908154, 8908298, 8908442, 8908586, 8908730, 8908922, 8908970, 8909066, 8909162, 8909258, 8909354, 8909450, 8909546, 8909642, 8909738, 8909834, 8909930, 8910026, 8910122, 8910218, 8910314, 8910410, 8910506, 8910602, 8910698, 8910794, 8910890, 8910986, 8911082, 8911178, 8911274, 8911370, 8911466, 8911562, 8911658, 8911754, 8911850, 8911946, 8912042, 8912138, 8912234, 8912330, 8912426, 8912522, 8912618, 8912714, 8912810, 8912906, 8913002, 8913098, 8913194, 8913290, 8913386, 8913482, 8913578, 8913674, 8913770, 8913866, 8913962, 8914058, 8914154, 8914250, 8914346, 8914394, 8914490, 8914586, 8914682, 8914778, 8914874, 8914970, 8915066, 8915162, 8915258, 8915354, 8915450, 8915546, 8915642, 8915738, 8915834, 8915930, 8916026, 8916122, 8916218, 8916314, 8916410, 8916506, 8916602, 8916698, 8916794, 8916890, 8916986, 8917082, 8917178, 8917274, 8917370, 8917466, 8917562, 8917658, 8917754, 8917850, 8917946, 8918042, 8918138, 8918234, 8918330, 8918426, 8918522, 8918618, 8918714, 8918810, 8918906, 8919002, 8919098, 8919194, 8919290, 8919386, 8919482, 8919578, 8919674, 8919770, 8919866, 8919914, 8920010, 8920106, 8920202, 8920298, 8920394, 8920490, 8920586, 8920682, 8920778, 8920874, 8920970, 8921066, 8921162, 8921258, 8921354, 8921450, 8921546, 8921642, 8921738, 8921834, 8921930, 8922026, 8922122, 8922218, 8922314, 8922410, 8922506, 8922602, 8922698, 8922794, 8922890, 8922986, 8923082, 8923178, 8923274, 8923370, 8923466, 8923562, 8923658, 8923754, 8923850, 8923946, 8924042, 8924138, 8924234, 8924330, 8924426, 8924522, 8924618, 8924714, 8924810, 8924906, 8925002, 8925098, 8925194, 8925290, 8925338, 8925434, 8925530, 8925626, 8925722, 8925818, 8925914, 8926010, 8926106, 8926202, 8926298, 8926394, 8926490, 8926586, 8926682, 8926778, 8926874, 8926970, 8927066, 8927162, 8927258, 8927354, 8927450, 8927546, 8927642, 8927738, 8927834, 8927930, 8928026, 8928122, 8928218, 8928314, 8928410, 8928506, 8928602, 8928698, 8928794, 8928890, 8928986, 8929082, 8929178, 8929274, 8929370, 8929466, 8929562, 8929658, 8929754, 8929850, 8929946, 8930042, 8930138, 8930234, 8930330, 8930426, 8930522, 8930618, 8930714, 8930810, 8930858, 8930954, 8931050, 8931146, 8931242, 8931338, 8931434, 8931530, 8931626, 8931722, 8931818, 8931914, 8932010, 8932106, 8932202, 8932298, 8932394, 8932490, 8932586, 8932682, 8932778, 8932874, 8932970, 8933066, 8933162, 8933258, 8933354, 8933450, 8933546, 8933642, 8933738, 8933834, 8933930, 8934026, 8934122, 8934218, 8934314, 8934410, 8934506, 8934602, 8934698, 8934794, 8934890, 8934986, 8935082, 8935178, 8935274, 8935370, 8935466, 8935562, 8935658, 8935754, 8935850, 8935946, 8936042, 8936138, 8936234, 8936330, 8936378, 8936474, 8936570, 8936666, 8936762, 8936858, 8936954, 8937050, 8188454, 8188550, 39815518, 8932346, 8932442, 8932490, 8932586, 8932682, 8932778, 8932874, 8932970, 8933066, 8933162, 8933258, 8933354, 8933450, 8933546, 8933642, 8933738, 30101241, 10870454, 10870598, 10870742, 10870838, 10870982, 10871126, 10871222]"
0,1,Qwen/Qwen3-30B-A3B-Instruct-2507,1307,137,4515529116,6408217060,1892687944,1457849,41273367,13613342,"[8932346, 8932442, 8932490, 8932586, 8932682, 8932778, 8932874, 8932970, 8933066, 8933162, 8933258, 8933354, 8933450, 8933546, 8933642, 8933738, 30101241, 10870454, 10870598, 10870742, 10870838, 10870982, 10871126, 10871222, 8920586, 8920682, 31347195, 10861766, 10861862, 10862006, 10862150, 10862294, 10862390, 10862534, 10862678, 10862774, 10862918, 10863062, 10863158, 10863302, 10863446, 10863542, 34106920, 13961569, 13961809, 13962001, 13962193, 13962433, 13962625, 13962865, 13963057, 13963297, 13963489, 13963681, 13963921, 13964113, 13964353, 13964545, 13964737, 13964977, 13965169, 13965409, 13965601, 13965841, 13966033, 13966225, 13966465, 13966657, 13966897, 13967089, 13967329, 13967521, 13967713, 13967953, 13968145, 13968385, 13968577, 13968769, 13969009, 13969201, 13969441, 13969633, 13969873, 13970065, 13970257, 13970497, 13970689, 13970929, 13971121, 13971361, 13971553, 13971745, 13971985, 13972177, 13972417, 13972609, 13972801, 13973041, 13973233, 13973473, 30190005, 15130277, 15130517, 15130805, 15131045, 15131333, 15131573, 15131861, 15132101, 15132341, 15132629, 15132869, 15133157, 15133397, 15133685, 15133925, 15134213, 15134453, 15134741, 15134981, 15135221, 15135509, 15135749, 15136037, 15136277, 15136565, 15136805, 15137093, 15137333, 15137621, 15137861, 15138101, 15138389, 15138629, 15138917, 15139157]"
0,4,Qwen/Qwen3-30B-A3B-Instruct-2507,1307,137,4820847225,6838093115,2017245890,2922113,34269308,14580710,"[10861766, 10861862, 10862006, 10862150, 10862294, 10862390, 10862534, 10862678, 10862774, 10862918, 10863062, 10863158, 10863302, 10863446, 10863542, 34106920, 13961569, 13961809, 13962001, 13962193, 13962433, 13962625, 13962865, 13963057, 13963297, 13963489, 13963681, 13963921, 13964113, 13964353, 13964545, 13964737, 13964977, 13965169, 13965409, 13965601, 13965841, 13966033, 13966225, 13966465, 13966657, 13966897, 13967089, 13967329, 13967521, 13967713, 13967953, 13968145, 13968385, 13968577, 13968769, 13969009, 13969201, 13969441, 13969633, 13969873, 13970065, 13970257, 13970497, 13970689, 13970929, 13971121, 13971361, 13971553, 13971745, 13971985, 13972177, 13972417, 13972609, 13972801, 13973041, 13973233, 13973473, 30190005, 15130277, 15130517, 15130805, 15131045, 15131333, 15131573, 15131861, 15132101, 15132341, 15132629, 15132869, 15133157, 15133397, 15133685, 15133925, 15134213, 15134453, 15134741, 15134981, 15135221, 15135509, 15135749, 15136037, 15136277, 15136565, 15136805, 15137093, 15137333, 15137621, 15137861, 15138101, 15138389, 15138629, 15138917, 15139157, 13970065, 13970305, 13970497, 13970689, 13970929, 41893097, 15146453, 15146693, 15146981, 15147221, 15147509, 15147749, 15148037, 15148277, 15148565, 15148805, 15149093, 15149333, 15149573, 15149861, 15150101, 15150389, 15150629, 15150917, 15151157, 15151445, 15151685]"
0,2,Qwen/Qwen3-30B-A3B-Instruct-2507,1511,176,6464886262,9188029211,2723142949,13183283,55076380,15246094,"[15146453, 15146693, 15146981, 15147221, 15147509, 15147749, 15148037, 15148277, 15148565, 15148805, 15149093, 15149333, 15149573, 15149861, 15150101, 15150389, 15150629, 15150917, 15151157, 15151445, 15151685, 13980721, 13980961, 13981153, 13981345, 13981585, 34443575, 15153653, 15153893, 15154181, 15154421, 15154709, 15154949, 15155189, 15155477, 15155717, 15156005, 15156245, 15156533, 15156773, 15157061, 15157301, 15157589, 15157829, 15158069, 15158357, 15158597, 15158885, 15159125, 15159413, 15159653, 15159941, 15160181, 15160469, 15160709, 15160949, 15161237, 15161477, 15161765, 15162005, 15162293, 15162533, 15162821, 15163061, 15163349, 15163589, 15163829, 15164117, 15164357, 15164645, 15164885, 15165173, 15165413, 15165701, 15165941, 15166229, 15166469, 15166709, 15166997, 15167237, 15167525, 15167765, 15168053, 15168293, 15168581, 15168821, 15169109, 15169349, 15169589, 15169877, 15170117, 15170405, 15170645, 15170933, 15171173, 15171461, 15171701, 15171989, 15172229, 15172469, 15172757, 15172997, 15173285, 15173525, 15173813, 15174053, 15174341, 15174581, 15174869, 15175109, 15175349, 15175637, 15175877, 15176165, 15176405, 15176693, 15176933, 15177221, 15177461, 15177749, 15177989, 15178229, 15178517, 15178757, 15179045, 15179285, 15179573, 15179813, 15180101, 15180341, 15180629, 15180869, 15181109, 15181397, 15181637, 15181925, 15182165, 15182453, 15182693, 15182981, 15183221, 15183509, 15183749, 15183989, 15184277, 15184517, 15184805, 15185045, 15185333, 15185573, 15185861, 15186101, 15186389, 15186629, 15186869, 15187157, 15187397, 15187685, 15187925, 15188213, 15188453, 15188741, 15188981, 15189269, 15189509, 15189749, 15190037, 15190277, 15190565, 15190805, 15191093, 15191333, 15191621, 15191861, 15192101]"
0,5,Qwen/Qwen3-30B-A3B-Instruct-2507,1511,176,6894762317,9645179517,2750417200,13236563,47680138,15444211,"[15153653, 15153893, 15154181, 15154421, 15154709, 15154949, 15155189, 15155477, 15155717, 15156005, 15156245, 15156533, 15156773, 15157061, 15157301, 15157589, 15157829, 15158069, 15158357, 15158597, 15158885, 15159125, 15159413, 15159653, 15159941, 15160181, 15160469, 15160709, 15160949, 15161237, 15161477, 15161765, 15162005, 15162293, 15162533, 15162821, 15163061, 15163349, 15163589, 15163829, 15164117, 15164357, 15164645, 15164885, 15165173, 15165413, 15165701, 15165941, 15166229, 15166469, 15166709, 15166997, 15167237, 15167525, 15167765, 15168053, 15168293, 15168581, 15168821, 15169109, 15169349, 15169589, 15169877, 15170117, 15170405, 15170645, 15170933, 15171173, 15171461, 15171701, 15171989, 15172229, 15172469, 15172757, 15172997, 15173285, 15173525, 15173813, 15174053, 15174341, 15174581, 15174869, 15175109, 15175349, 15175637, 15175877, 15176165, 15176405, 15176693, 15176933, 15177221, 15177461, 15177749, 15177989, 15178229, 15178517, 15178757, 15179045, 15179285, 15179573, 15179813, 15180101, 15180341, 15180629, 15180869, 15181109, 15181397, 15181637, 15181925, 15182165, 15182453, 15182693, 15182981, 15183221, 15183509, 15183749, 15183989, 15184277, 15184517, 15184805, 15185045, 15185333, 15185573, 15185861, 15186101, 15186389, 15186629, 15186869, 15187157, 15187397, 15187685, 15187925, 15188213, 15188453, 15188741, 15188981, 15189269, 15189509, 15189749, 15190037, 15190277, 15190565, 15190805, 15191093, 15191333, 15191621, 15191861, 15192101, 14011825, 30364773, 15169301, 15169589, 15169829, 15170069, 15170357, 15170597, 15170885, 15171125, 30393460, 16311343, 16311631, 16311967, 16312255, 16312591, 16312879, 16313167, 16313503, 16313791, 16314127, 16314415, 16314751, 16315039, 16315375, 16315663, 16315999]"
0,6,Qwen/Qwen3-30B-A3B-Instruct-2507,1134,330,4698594337,9675482839,4976888502,1136530,31237771,15032373,"[10870454, 10870598, 10870742, 10870838, 10870982, 10871126, 10871222, 8920586, 8920682, 31347195, 10861766, 10861862, 10862006, 10862150, 10862294, 10862390, 10862534, 10862678, 10862774, 10862918, 10863062, 10863158, 10863302, 10863446, 10863542, 34106920, 13961569, 13961809, 13962001, 13962193, 13962433, 13962625, 13962865, 13963057, 13963297, 13963489, 13963681, 13963921, 13964113, 13964353, 13964545, 13964737, 13964977, 13965169, 13965409, 13965601, 13965841, 13966033, 13966225, 13966465, 13966657, 13966897, 13967089, 13967329, 13967521, 13967713, 13967953, 13968145, 13968385, 13968577, 13968769, 13969009, 13969201, 13969441, 13969633, 13969873, 13970065, 13970257, 13970497, 13970689, 13970929, 13971121, 13971361, 13971553, 13971745, 13971985, 13972177, 13972417, 13972609, 13972801, 13973041, 13973233, 13973473, 30190005, 15130277, 15130517, 15130805, 15131045, 15131333, 15131573, 15131861, 15132101, 15132341, 15132629, 15132869, 15133157, 15133397, 15133685, 15133925, 15134213, 15134453, 15134741, 15134981, 15135221, 15135509, 15135749, 15136037, 15136277, 15136565, 15136805, 15137093, 15137333, 15137621, 15137861, 15138101, 15138389, 15138629, 15138917, 15139157, 13970065, 13970305, 13970497, 13970689, 13970929, 41893097, 15146453, 15146693, 15146981, 15147221, 15147509, 15147749, 15148037, 15148277, 15148565, 15148805, 15149093, 15149333, 15149573, 15149861, 15150101, 15150389, 15150629, 15150917, 15151157, 15151445, 15151685, 13980721, 13980961, 13981153, 13981345, 13981585, 34443575, 15153653, 15153893, 15154181, 15154421, 15154709, 15154949, 15155189, 15155477, 15155717, 15156005, 15156245, 15156533, 15156773, 15157061, 15157301, 15157589, 15157829, 15158069, 15158357, 15158597, 15158885, 15159125, 15159413, 15159653, 15159941, 15160181, 15160469, 15160709, 15160949, 15161237, 15161477, 15161765, 15162005, 15162293, 15162533, 15162821, 15163061, 15163349, 15163589, 15163829, 15164117, 15164357, 15164645, 15164885, 15165173, 15165413, 15165701, 15165941, 15166229, 15166469, 15166709, 15166997, 15167237, 15167525, 15167765, 15168053, 15168293, 15168581, 15168821, 15169109, 15169349, 15169589, 15169877, 15170117, 15170405, 15170645, 15170933, 15171173, 15171461, 15171701, 15171989, 15172229, 15172469, 15172757, 15172997, 15173285, 15173525, 15173813, 15174053, 15174341, 15174581, 15174869, 15175109, 15175349, 15175637, 15175877, 15176165, 15176405, 15176693, 15176933, 15177221, 15177461, 15177749, 15177989, 15178229, 15178517, 15178757, 15179045, 15179285, 15179573, 15179813, 15180101, 15180341, 15180629, 15180869, 15181109, 15181397, 15181637, 15181925, 15182165, 15182453, 15182693, 15182981, 15183221, 15183509, 15183749, 15183989, 15184277, 15184517, 15184805, 15185045, 15185333, 15185573, 15185861, 15186101, 15186389, 15186629, 15186869, 15187157, 15187397, 15187685, 15187925, 15188213, 15188453, 15188741, 15188981, 15189269, 15189509, 15189749, 15190037, 15190277, 15190565, 15190805, 15191093, 15191333, 15191621, 15191861, 15192101, 14011825, 30364773, 15169301, 15169589, 15169829, 15170069, 15170357, 15170597, 15170885, 15171125, 30393460, 16311343, 16311631, 16311967, 16312255, 16312591, 16312879, 16313167, 16313503, 16313791, 16314127, 16314415, 16314751, 16315039, 16315375, 16315663, 16315999, 15151541, 15151781]"
0,9,Qwen/Qwen3-30B-A3B-Instruct-2507,1134,330,5009821488,10083470543,5073649055,8234927,42341847,15292727,"[13961569, 13961809, 13962001, 13962193, 13962433, 13962625, 13962865, 13963057, 13963297, 13963489, 13963681, 13963921, 13964113, 13964353, 13964545, 13964737, 13964977, 13965169, 13965409, 13965601, 13965841, 13966033, 13966225, 13966465, 13966657, 13966897, 13967089, 13967329, 13967521, 13967713, 13967953, 13968145, 13968385, 13968577, 13968769, 13969009, 13969201, 13969441, 13969633, 13969873, 13970065, 13970257, 13970497, 13970689, 13970929, 13971121, 13971361, 13971553, 13971745, 13971985, 13972177, 13972417, 13972609, 13972801, 13973041, 13973233, 13973473, 30190005, 15130277, 15130517, 15130805, 15131045, 15131333, 15131573, 15131861, 15132101, 15132341, 15132629, 15132869, 15133157, 15133397, 15133685, 15133925, 15134213, 15134453, 15134741, 15134981, 15135221, 15135509, 15135749, 15136037, 15136277, 15136565, 15136805, 15137093, 15137333, 15137621, 15137861, 15138101, 15138389, 15138629, 15138917, 15139157, 13970065, 13970305, 13970497, 13970689, 13970929, 41893097, 15146453, 15146693, 15146981, 15147221, 15147509, 15147749, 15148037, 15148277, 15148565, 15148805, 15149093, 15149333, 15149573, 15149861, 15150101, 15150389, 15150629, 15150917, 15151157, 15151445, 15151685, 13980721, 13980961, 13981153, 13981345, 13981585, 34443575, 15153653, 15153893, 15154181, 15154421, 15154709, 15154949, 15155189, 15155477, 15155717, 15156005, 15156245, 15156533, 15156773, 15157061, 15157301, 15157589, 15157829, 15158069, 15158357, 15158597, 15158885, 15159125, 15159413, 15159653, 15159941, 15160181, 15160469, 15160709, 15160949, 15161237, 15161477, 15161765, 15162005, 15162293, 15162533, 15162821, 15163061, 15163349, 15163589, 15163829, 15164117, 15164357, 15164645, 15164885, 15165173, 15165413, 15165701, 15165941, 15166229, 15166469, 15166709, 15166997, 15167237, 15167525, 15167765, 15168053, 15168293, 15168581, 15168821, 15169109, 15169349, 15169589, 15169877, 15170117, 15170405, 15170645, 15170933, 15171173, 15171461, 15171701, 15171989, 15172229, 15172469, 15172757, 15172997, 15173285, 15173525, 15173813, 15174053, 15174341, 15174581, 15174869, 15175109, 15175349, 15175637, 15175877, 15176165, 15176405, 15176693, 15176933, 15177221, 15177461, 15177749, 15177989, 15178229, 15178517, 15178757, 15179045, 15179285, 15179573, 15179813, 15180101, 15180341, 15180629, 15180869, 15181109, 15181397, 15181637, 15181925, 15182165, 15182453, 15182693, 15182981, 15183221, 15183509, 15183749, 15183989, 15184277, 15184517, 15184805, 15185045, 15185333, 15185573, 15185861, 15186101, 15186389, 15186629, 15186869, 15187157, 15187397, 15187685, 15187925, 15188213, 15188453, 15188741, 15188981, 15189269, 15189509, 15189749, 15190037, 15190277, 15190565, 15190805, 15191093, 15191333, 15191621, 15191861, 15192101, 14011825, 30364773, 15169301, 15169589, 15169829, 15170069, 15170357, 15170597, 15170885, 15171125, 30393460, 16311343, 16311631, 16311967, 16312255, 16312591, 16312879, 16313167, 16313503, 16313791, 16314127, 16314415, 16314751, 16315039, 16315375, 16315663, 16315999, 15151541, 15151781, 13980001, 13980241, 31608211, 15145781, 15146069, 15146309, 15146549, 15146837, 15147077, 15147365, 15147605, 15147893, 15148133, 15148421, 15148661, 15148901, 15149189, 15149429, 15149717, 15149957, 15150245, 15150485, 15150773, 15151013, 15151301, 15151541]"
0,12,Qwen/Qwen3-30B-A3B-Instruct-2507,1134,330,5013639385,10083470543,5069831158,4417030,38523950,15292727,"[13961569, 13961809, 13962001, 13962193, 13962433, 13962625, 13962865, 13963057, 13963297, 13963489, 13963681, 13963921, 13964113, 13964353, 13964545, 13964737, 13964977, 13965169, 13965409, 13965601, 13965841, 13966033, 13966225, 13966465, 13966657, 13966897, 13967089, 13967329, 13967521, 13967713, 13967953, 13968145, 13968385, 13968577, 13968769, 13969009, 13969201, 13969441, 13969633, 13969873, 13970065, 13970257, 13970497, 13970689, 13970929, 13971121, 13971361, 13971553, 13971745, 13971985, 13972177, 13972417, 13972609, 13972801, 13973041, 13973233, 13973473, 30190005, 15130277, 15130517, 15130805, 15131045, 15131333, 15131573, 15131861, 15132101, 15132341, 15132629, 15132869, 15133157, 15133397, 15133685, 15133925, 15134213, 15134453, 15134741, 15134981, 15135221, 15135509, 15135749, 15136037, 15136277, 15136565, 15136805, 15137093, 15137333, 15137621, 15137861, 15138101, 15138389, 15138629, 15138917, 15139157, 13970065, 13970305, 13970497, 13970689, 13970929, 41893097, 15146453, 15146693, 15146981, 15147221, 15147509, 15147749, 15148037, 15148277, 15148565, 15148805, 15149093, 15149333, 15149573, 15149861, 15150101, 15150389, 15150629, 15150917, 15151157, 15151445, 15151685, 13980721, 13980961, 13981153, 13981345, 13981585, 34443575, 15153653, 15153893, 15154181, 15154421, 15154709, 15154949, 15155189, 15155477, 15155717, 15156005, 15156245, 15156533, 15156773, 15157061, 15157301, 15157589, 15157829, 15158069, 15158357, 15158597, 15158885, 15159125, 15159413, 15159653, 15159941, 15160181, 15160469, 15160709, 15160949, 15161237, 15161477, 15161765, 15162005, 15162293, 15162533, 15162821, 15163061, 15163349, 15163589, 15163829, 15164117, 15164357, 15164645, 15164885, 15165173, 15165413, 15165701, 15165941, 15166229, 15166469, 15166709, 15166997, 15167237, 15167525, 15167765, 15168053, 15168293, 15168581, 15168821, 15169109, 15169349, 15169589, 15169877, 15170117, 15170405, 15170645, 15170933, 15171173, 15171461, 15171701, 15171989, 15172229, 15172469, 15172757, 15172997, 15173285, 15173525, 15173813, 15174053, 15174341, 15174581, 15174869, 15175109, 15175349, 15175637, 15175877, 15176165, 15176405, 15176693, 15176933, 15177221, 15177461, 15177749, 15177989, 15178229, 15178517, 15178757, 15179045, 15179285, 15179573, 15179813, 15180101, 15180341, 15180629, 15180869, 15181109, 15181397, 15181637, 15181925, 15182165, 15182453, 15182693, 15182981, 15183221, 15183509, 15183749, 15183989, 15184277, 15184517, 15184805, 15185045, 15185333, 15185573, 15185861, 15186101, 15186389, 15186629, 15186869, 15187157, 15187397, 15187685, 15187925, 15188213, 15188453, 15188741, 15188981, 15189269, 15189509, 15189749, 15190037, 15190277, 15190565, 15190805, 15191093, 15191333, 15191621, 15191861, 15192101, 14011825, 30364773, 15169301, 15169589, 15169829, 15170069, 15170357, 15170597, 15170885, 15171125, 30393460, 16311343, 16311631, 16311967, 16312255, 16312591, 16312879, 16313167, 16313503, 16313791, 16314127, 16314415, 16314751, 16315039, 16315375, 16315663, 16315999, 15151541, 15151781, 13980001, 13980241, 31608211, 15145781, 15146069, 15146309, 15146549, 15146837, 15147077, 15147365, 15147605, 15147893, 15148133, 15148421, 15148661, 15148901, 15149189, 15149429, 15149717, 15149957, 15150245, 15150485, 15150773, 15151013, 15151301, 15151541]"
0,15,Qwen/Qwen3-30B-A3B-Instruct-2507,1134,330,5846046758,11013706876,5167660118,2265130,32455135,15608525,"[15130277, 15130517, 15130805, 15131045, 15131333, 15131573, 15131861, 15132101, 15132341, 15132629, 15132869, 15133157, 15133397, 15133685, 15133925, 15134213, 15134453, 15134741, 15134981, 15135221, 15135509, 15135749, 15136037, 15136277, 15136565, 15136805, 15137093, 15137333, 15137621, 15137861, 15138101, 15138389, 15138629, 15138917, 15139157, 13970065, 13970305, 13970497, 13970689, 13970929, 41893097, 15146453, 15146693, 15146981, 15147221, 15147509, 15147749, 15148037, 15148277, 15148565, 15148805, 15149093, 15149333, 15149573, 15149861, 15150101, 15150389, 15150629, 15150917, 15151157, 15151445, 15151685, 13980721, 13980961, 13981153, 13981345, 13981585, 34443575, 15153653, 15153893, 15154181, 15154421, 15154709, 15154949, 15155189, 15155477, 15155717, 15156005, 15156245, 15156533, 15156773, 15157061, 15157301, 15157589, 15157829, 15158069, 15158357, 15158597, 15158885, 15159125, 15159413, 15159653, 15159941, 15160181, 15160469, 15160709, 15160949, 15161237, 15161477, 15161765, 15162005, 15162293, 15162533, 15162821, 15163061, 15163349, 15163589, 15163829, 15164117, 15164357, 15164645, 15164885, 15165173, 15165413, 15165701, 15165941, 15166229, 15166469, 15166709, 15166997, 15167237, 15167525, 15167765, 15168053, 15168293, 15168581, 15168821, 15169109, 15169349, 15169589, 15169877, 15170117, 15170405, 15170645, 15170933, 15171173, 15171461, 15171701, 15171989, 15172229, 15172469, 15172757, 15172997, 15173285, 15173525, 15173813, 15174053, 15174341, 15174581, 15174869, 15175109, 15175349, 15175637, 15175877, 15176165, 15176405, 15176693, 15176933, 15177221, 15177461, 15177749, 15177989, 15178229, 15178517, 15178757, 15179045, 15179285, 15179573, 15179813, 15180101, 15180341, 15180629, 15180869, 15181109, 15181397, 15181637, 15181925, 15182165, 15182453, 15182693, 15182981, 15183221, 15183509, 15183749, 15183989, 15184277, 15184517, 15184805, 15185045, 15185333, 15185573, 15185861, 15186101, 15186389, 15186629, 15186869, 15187157, 15187397, 15187685, 15187925, 15188213, 15188453, 15188741, 15188981, 15189269, 15189509, 15189749, 15190037, 15190277, 15190565, 15190805, 15191093, 15191333, 15191621, 15191861, 15192101, 14011825, 30364773, 15169301, 15169589, 15169829, 15170069, 15170357, 15170597, 15170885, 15171125, 30393460, 16311343, 16311631, 16311967, 16312255, 16312591, 16312879, 16313167, 16313503, 16313791, 16314127, 16314415, 16314751, 16315039, 16315375, 16315663, 16315999, 15151541, 15151781, 13980001, 13980241, 31608211, 15145781, 15146069, 15146309, 15146549, 15146837, 15147077, 15147365, 15147605, 15147893, 15148133, 15148421, 15148661, 15148901, 15149189, 15149429, 15149717, 15149957, 15150245, 15150485, 15150773, 15151013, 15151301, 15151541, 12829526, 12829718, 36587816, 15138677, 15138917, 15139205, 15139445, 15139733, 15139973, 15140261, 15140501, 15140741, 15141029, 15141269, 15141557, 15141797, 15142085, 15142325, 15142613, 15142853, 15143141, 15143381, 15143621, 15143909, 15144149, 15144437, 15144677, 15144965, 15145205, 15145493, 15145733, 15146021, 15146261, 15146501, 15146789, 15147029, 15147317, 15147557, 15147845, 15148085, 15148373, 15148613, 15148853, 15149141, 35306169, 16289119, 16289455, 16289743, 16290079, 16290367, 16290703, 16290991, 16291327, 16291615, 16291951, 16292239, 16292575, 16292863]"
