Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
50904305775,832,286648,,,,,,,,,,0.000,173.077,Device,,NVIDIA GeForce RTX 3070 (0),1,,25,[CUDA memset]
50904307471,66878,286652,12,3,4,128,1,1,234,0.033,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_tn
50904375117,6912,286660,144,1,1,512,1,1,33,0.000,0.008,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_red_fused_fused_add_rms_norm_0
50904382765,601615,286672,70,3,1,256,1,1,222,0.049,0.025,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_tn
50904985660,38463,286680,5040,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_poi_fused_mul_silu_slice_1
50905025115,800,286689,,,,,,,,,,0.000,180.000,Device,,NVIDIA GeForce RTX 3070 (0),1,,25,[CUDA memset]
50905026779,349334,286693,12,3,4,128,1,1,234,0.033,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_tn
50905376881,9952,286705,144,1,1,512,1,1,40,0.000,0.008,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_red_fused_fused_add_rms_norm_2
50905387825,67742,286720,16,5,1,128,1,1,142,0.049,0.025,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s16816gemm_bf16_128x64_ldg8_relu_f2f_stages_32x6_tn
50905456367,4896,286728,504,1,1,128,1,1,47,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_poi_fused_3
50905462095,2368,286733,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50905465199,507314,286776,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50905973473,832,286790,,,,,,,,,,0.000,173.077,Device,,NVIDIA GeForce RTX 3070 (0),1,,25,[CUDA memset]
50905975169,66622,286794,12,3,4,128,1,1,234,0.033,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_tn
50906042527,6976,286802,144,1,1,512,1,1,33,0.000,0.008,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_red_fused_fused_add_rms_norm_0
50906050431,601743,286814,70,3,1,256,1,1,222,0.049,0.025,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_tn
50906652878,37311,286822,5040,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_poi_fused_mul_silu_slice_1
50906691245,800,286831,,,,,,,,,,0.000,180.000,Device,,NVIDIA GeForce RTX 3070 (0),1,,25,[CUDA memset]
50906693357,348983,286835,12,3,4,128,1,1,234,0.033,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_tn
50907043140,9823,286847,144,1,1,512,1,1,40,0.000,0.008,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_red_fused_fused_add_rms_norm_2
50907053667,67678,286862,16,5,1,128,1,1,142,0.049,0.025,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s16816gemm_bf16_128x64_ldg8_relu_f2f_stages_32x6_tn
50907122081,4928,286870,504,1,1,128,1,1,47,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_poi_fused_3
50907127777,2400,286875,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50907131361,507890,286918,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50907640243,832,286932,,,,,,,,,,0.000,173.077,Device,,NVIDIA GeForce RTX 3070 (0),1,,25,[CUDA memset]
50907641939,67102,286936,12,3,4,128,1,1,234,0.033,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_tn
50907709777,6720,286944,144,1,1,512,1,1,33,0.000,0.008,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_red_fused_fused_add_rms_norm_0
50907717233,601552,286956,70,3,1,256,1,1,222,0.049,0.025,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_tn
50908320129,37919,286964,5040,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_poi_fused_mul_silu_slice_1
50908358976,831,286973,,,,,,,,,,0.000,173.285,Device,,NVIDIA GeForce RTX 3070 (0),1,,25,[CUDA memset]
50908360671,349271,286977,12,3,4,128,1,1,234,0.033,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_tn
50908710646,10048,286989,144,1,1,512,1,1,40,0.000,0.008,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_red_fused_fused_add_rms_norm_2
50908721430,67742,287004,16,5,1,128,1,1,142,0.049,0.025,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s16816gemm_bf16_128x64_ldg8_relu_f2f_stages_32x6_tn
50908789908,4896,287012,504,1,1,128,1,1,47,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_poi_fused_3
50908795572,2399,287017,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50908798643,506899,287060,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50909306501,832,287074,,,,,,,,,,0.000,173.077,Device,,NVIDIA GeForce RTX 3070 (0),1,,25,[CUDA memset]
50909308165,66815,287078,12,3,4,128,1,1,234,0.033,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_tn
50909375748,6655,287086,144,1,1,512,1,1,33,0.000,0.008,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_red_fused_fused_add_rms_norm_0
50909383171,601744,287098,70,3,1,256,1,1,222,0.049,0.025,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_tn
50909985683,37663,287106,5040,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_poi_fused_mul_silu_slice_1
50910024338,832,287115,,,,,,,,,,0.000,173.077,Device,,NVIDIA GeForce RTX 3070 (0),1,,25,[CUDA memset]
50910026482,348854,287119,12,3,4,128,1,1,234,0.033,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_tn
50910376072,9952,287131,144,1,1,512,1,1,40,0.000,0.008,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_red_fused_fused_add_rms_norm_2
50910387080,67838,287146,16,5,1,128,1,1,142,0.049,0.025,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s16816gemm_bf16_128x64_ldg8_relu_f2f_stages_32x6_tn
50910455654,4864,287154,504,1,1,128,1,1,47,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_poi_fused_3
50910461542,2432,287159,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50910465286,506706,287202,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50910972952,832,287216,,,,,,,,,,0.000,173.077,Device,,NVIDIA GeForce RTX 3070 (0),1,,25,[CUDA memset]
50910974648,66974,287220,12,3,4,128,1,1,234,0.033,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_tn
50911042390,6656,287228,144,1,1,512,1,1,33,0.000,0.008,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_red_fused_fused_add_rms_norm_0
50911050102,602191,287240,70,3,1,256,1,1,222,0.049,0.025,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_tn
50911653765,38239,287248,5040,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_poi_fused_mul_silu_slice_1
50911692996,800,287257,,,,,,,,,,0.000,180.000,Device,,NVIDIA GeForce RTX 3070 (0),1,,25,[CUDA memset]
50911695140,348630,287261,12,3,4,128,1,1,234,0.033,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_tn
50912044442,9888,287273,144,1,1,512,1,1,40,0.000,0.008,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_red_fused_fused_add_rms_norm_2
50912055098,67870,287288,16,5,1,128,1,1,142,0.049,0.025,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s16816gemm_bf16_128x64_ldg8_relu_f2f_stages_32x6_tn
50912123736,4896,287296,504,1,1,128,1,1,47,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_poi_fused_3
50912129368,2400,287301,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50912132440,506898,287344,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50912640266,416,287358,,,,,,,,,,0.000,346.154,Device,,NVIDIA GeForce RTX 3070 (0),1,,25,[CUDA memset]
50912641546,66974,287362,12,3,4,128,1,1,234,0.033,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_tn
50912709256,6592,287370,144,1,1,512,1,1,33,0.000,0.008,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_red_fused_fused_add_rms_norm_0
50912716520,601327,287382,70,3,1,256,1,1,222,0.049,0.025,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_tn
50913318519,37567,287390,5040,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_poi_fused_mul_silu_slice_1
50913356918,416,287399,,,,,,,,,,0.000,346.154,Device,,NVIDIA GeForce RTX 3070 (0),1,,25,[CUDA memset]
50913358198,345783,287403,12,3,4,128,1,1,234,0.033,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_tn
50913704653,9567,287407,144,1,1,512,1,1,36,0.000,0.008,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,triton_red_fused_fused_add_rms_norm_2
50913715020,3072,287411,,,,,,,,,,0.885,287999.263,Device,Device,NVIDIA GeForce RTX 3070 (0),1,,25,[CUDA memcpy Device-to-Device]
50914970890,2240,287531,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50915194724,515282,287578,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50916202504,1568,287751,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50916377763,511602,287798,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50917314154,1536,287971,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50917482085,508818,288018,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50918402092,1568,288191,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50918562119,503378,288238,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50919449007,1568,288411,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50919609291,503794,288458,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50920489874,1568,288631,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50920645134,504402,288678,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50921545269,1568,288851,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50921699281,504114,288898,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50922569433,1536,289071,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50922726741,503442,289118,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50923614941,1568,289291,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50923774072,503378,289338,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50924659168,1568,289511,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50924828091,503762,289558,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50925748386,1568,289731,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50925923133,503666,289778,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50926866435,1568,289951,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50927020799,503794,289998,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50928046659,1568,290171,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50928214078,503890,290218,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50929150117,1567,290391,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50929308320,504082,290438,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
50930208775,1568,290611,288,1,1,256,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
50930364387,504210,290658,1,256,12,128,1,1,254,0.000,0.082,,,,,NVIDIA GeForce RTX 3070 (0),1,,25,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0>(flash::Flash_fwd_params)"
