Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
19083928635,1536,836,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
19084229106,1472,937,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
19084875456,1152,1039,1,1,1,128,1,1,22,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
19084904927,1120,1069,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
19084921918,1312,1086,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
19084933086,1152,1103,2,1,1,128,1,1,22,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
19084959677,1088,1121,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<bool>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
19084975389,1184,1138,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
19084986109,1088,1155,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
19084996124,1088,1172,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
19261027383,1056,1232,1,1,1,64,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
19271180951,1280,1245,1,1,1,128,1,1,28,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
19272948613,1120,1265,1,1,1,128,1,1,22,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<double>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
19298650923,2880,1274,1,1,1,128,1,1,26,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::<unnamed>::pow_tensor_tensor_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
19307988130,1472,1289,1,1,1,128,1,1,29,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
19316092764,1312,1302,1,1,1,128,1,1,28,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
19316198137,1600,1320,512,1,1,64,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
19317722862,21407,1332,8192,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
19321122509,43199,1349,2048,1,1,128,1,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
19323563976,42687,1362,2048,1,1,128,1,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
19331830781,86174,1380,1472,2,1,128,1,1,19,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)2, (int)128, (int)1, (int)16, (int)4>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
19342714280,63167,1396,4096,1,1,128,1,1,30,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
19372270305,384,1415,,,,,,,,,,0.000,166.667,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20398928654,384,1954,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20398968941,416,1972,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20398997004,416,1990,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20399020172,384,2008,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20399074826,384,2026,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20399113513,352,2044,,,,,,,,,,0.000,11.364,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20399158440,384,2062,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20399184903,384,2080,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20399210278,384,2098,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20401713119,1728,2135,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20401797469,1536,2149,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20402221521,416,2196,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20402252784,384,2214,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20402275727,384,2232,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20402296207,384,2250,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20402321838,416,2268,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20402343022,384,2286,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20402371373,384,2304,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20402396652,416,2322,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20402420747,384,2340,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20403566411,1152,2376,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20403636457,1184,2390,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20404074557,384,2441,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20404102684,384,2459,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20404125147,416,2477,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20404146203,384,2495,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20404175034,384,2513,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20404196057,384,2531,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20404222616,384,2549,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20404246008,384,2567,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20404268279,384,2585,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20405386551,1184,2621,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20405446966,1152,2635,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20405928904,416,2682,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20405956647,384,2700,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20405978343,416,2718,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20405998374,384,2736,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20406023301,384,2754,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20406042981,384,2772,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20406069572,384,2790,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20406097155,384,2808,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20406120771,416,2826,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20407295137,1184,2862,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20407361472,1152,2876,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20407853650,384,2927,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20407886673,416,2945,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20407908080,384,2963,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20407928048,352,2981,,,,,,,,,,0.000,11.364,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20407952431,384,2999,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20407972622,384,3017,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20407999150,384,3035,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20408022989,416,3053,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20408045644,384,3071,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20409212011,1248,3107,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20409276073,1152,3121,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20409752796,384,3172,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20409794043,384,3190,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20409815450,384,3208,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20409835866,416,3226,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20409876216,384,3244,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20409896504,384,3262,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20409929111,384,3280,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20409956822,384,3298,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20409980917,384,3316,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20411169908,1184,3352,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20411237490,1184,3366,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20411593832,416,3413,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20411624167,416,3431,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20411661478,384,3449,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20411683493,384,3467,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20411708869,384,3485,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20411729060,416,3503,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20411755907,384,3521,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20411780003,384,3539,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20411803010,384,3557,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20412931874,1184,3593,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20412993472,1152,3607,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20413438132,384,3658,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20413467827,384,3676,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20413490130,416,3694,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20413521553,384,3712,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20413547857,384,3730,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20413571472,384,3748,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20413599023,416,3766,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20413622702,416,3784,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20413648622,416,3802,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20414840012,1184,3838,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20414903338,1152,3852,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20415257472,416,3899,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20415285471,384,3917,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20415307935,384,3935,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20415328638,384,3953,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20415353245,384,3971,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20415373309,384,3989,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20415399004,384,4007,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20415422844,383,4025,,,,,,,,,,0.000,10.444,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20415445915,384,4043,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20416567963,1184,4079,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20416628441,1152,4093,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20417091308,384,4144,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20417122827,384,4162,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20417145803,384,4180,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20417166922,416,4198,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20417192137,384,4216,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20417212265,384,4234,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20417238184,352,4252,,,,,,,,,,0.000,11.364,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20417261863,384,4270,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20417284839,384,4288,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20418421287,1216,4324,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20418482981,1152,4338,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3070 (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
20418986807,416,4389,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20419020342,384,4407,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20419042165,384,4425,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20419062421,384,4443,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
20419086612,384,4461,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA GeForce RTX 3070 (0),1,,7,[CUDA memcpy Host-to-Device]
